region,std_bs,std_hb,std_cs,std_hr,std_hb-bs,std_cs-bs,std_hr-bs
HD,101.89698791503906,102.55523681640625,102.69573974609375,103.14728546142578,0.6582489013671875,0.7987518310546875,1.2502975463867188
HZ,103.0909194946289,104.07808685302734,104.21903228759766,104.80787658691406,0.9871673583984375,1.12811279296875,1.7169570922851562
NF,95.91519927978516,96.64370727539062,96.79833984375,97.20914459228516,0.7285079956054688,0.8831405639648438,1.2939453125
DB,129.383056640625,129.7547149658203,129.8187713623047,130.06239318847656,0.3716583251953125,0.4357147216796875,0.6793365478515625
HB,128.43321228027344,128.6041717529297,128.626220703125,128.72486877441406,0.17095947265625,0.1930084228515625,0.291656494140625
XB,124.6520004272461,124.76034545898438,124.76915740966797,124.81661224365234,0.10834503173828125,0.117156982421875,0.16461181640625
XZ,120.6728286743164,120.67372131347656,120.69221496582031,120.70377349853516,0.00089263916015625,0.01938629150390625,0.03094482421875
all,114.86345672607422,115.29570770263672,115.37420654296875,115.63884735107422,0.4322509765625,0.5107498168945312,0.775390625
